old_label,new_label,file
CODE_83D31E,Bank83_NpcSpriteLogicBranch_83D31E,src/code_banks/bank_83.asm
CODE_83D329,Bank83_NpcSpriteLogicBranch_83D329,src/code_banks/bank_83.asm
CODE_83D369,Bank83_NpcSpriteLogicBranch_83D369,src/code_banks/bank_83.asm
CODE_83D3B8,Bank83_NpcSpriteLogicBranch_83D3B8,src/code_banks/bank_83.asm
CODE_83D3E2,Bank83_NpcSpriteLogicBranch_83D3E2,src/code_banks/bank_83.asm
CODE_83D40E,Bank83_NpcSpriteLogicBranch_83D40E,src/code_banks/bank_83.asm
CODE_83D43A,Bank83_NpcSpriteLogicBranch_83D43A,src/code_banks/bank_83.asm
CODE_83D452,Bank83_NpcSpriteLogicBranch_83D452,src/code_banks/bank_83.asm
CODE_83D46D,Bank83_NpcSpriteLogicBranch_83D46D,src/code_banks/bank_83.asm
CODE_83D4B6,Bank83_NpcSpriteLogicBranch_83D4B6,src/code_banks/bank_83.asm
CODE_83D4B7,Bank83_NpcSpriteLogicBranch_83D4B7,src/code_banks/bank_83.asm
CODE_83D4C7,Bank83_NpcSpriteLogicBranch_83D4C7,src/code_banks/bank_83.asm
CODE_83D4E4,Bank83_NpcSpriteLogicBranch_83D4E4,src/code_banks/bank_83.asm
CODE_83D4FF,Bank83_NpcSpriteLogicBranch_83D4FF,src/code_banks/bank_83.asm
CODE_83D52B,Bank83_NpcSpriteLogicBranch_83D52B,src/code_banks/bank_83.asm
CODE_83D546,Bank83_NpcSpriteLogicBranch_83D546,src/code_banks/bank_83.asm
CODE_83D587,Bank83_NpcSpriteLogicBranch_83D587,src/code_banks/bank_83.asm
CODE_83D597,Bank83_NpcSpriteLogicBranch_83D597,src/code_banks/bank_83.asm
CODE_83D5A7,Bank83_NpcSpriteLogicBranch_83D5A7,src/code_banks/bank_83.asm
CODE_83D5B7,Bank83_NpcSpriteLogicBranch_83D5B7,src/code_banks/bank_83.asm
CODE_83D5C7,Bank83_NpcSpriteLogicBranch_83D5C7,src/code_banks/bank_83.asm
CODE_83D5D7,Bank83_NpcSpriteLogicBranch_83D5D7,src/code_banks/bank_83.asm
CODE_83D5F5,Bank83_NpcSpriteLogicBranch_83D5F5,src/code_banks/bank_83.asm
CODE_83D603,Bank83_NpcSpriteLogicBranch_83D603,src/code_banks/bank_83.asm
CODE_83D63F,Bank83_NpcSpriteLogicBranch_83D63F,src/code_banks/bank_83.asm
CODE_83D66E,Bank83_NpcSpriteLogicBranch_83D66E,src/code_banks/bank_83.asm
CODE_83D689,Bank83_NpcSpriteLogicBranch_83D689,src/code_banks/bank_83.asm
CODE_83D696,Bank83_NpcSpriteLogicBranch_83D696,src/code_banks/bank_83.asm
CODE_83D6AB,Bank83_NpcSpriteLogicBranch_83D6AB,src/code_banks/bank_83.asm
CODE_83D6C1,Bank83_NpcSpriteLogicBranch_83D6C1,src/code_banks/bank_83.asm
CODE_83D6DE,Bank83_NpcSpriteLogicBranch_83D6DE,src/code_banks/bank_83.asm
CODE_83D6ED,Bank83_NpcSpriteLogicBranch_83D6ED,src/code_banks/bank_83.asm
CODE_83D6EE,Bank83_NpcSpriteLogicBranch_83D6EE,src/code_banks/bank_83.asm
CODE_83D6FE,Bank83_NpcSpriteLogicBranch_83D6FE,src/code_banks/bank_83.asm
CODE_83D70E,Bank83_NpcSpriteLogicBranch_83D70E,src/code_banks/bank_83.asm
CODE_83D71E,Bank83_NpcSpriteLogicBranch_83D71E,src/code_banks/bank_83.asm
CODE_83D72E,Bank83_NpcSpriteLogicBranch_83D72E,src/code_banks/bank_83.asm
CODE_83D73E,Bank83_NpcSpriteLogicBranch_83D73E,src/code_banks/bank_83.asm
CODE_83D75B,Bank83_NpcSpriteLogicBranch_83D75B,src/code_banks/bank_83.asm
CODE_83D776,Bank83_NpcSpriteLogicBranch_83D776,src/code_banks/bank_83.asm
CODE_83D791,Bank83_NpcSpriteLogicBranch_83D791,src/code_banks/bank_83.asm
CODE_83D7C8,Bank83_NpcSpriteLogicBranch_83D7C8,src/code_banks/bank_83.asm
CODE_83D7D8,Bank83_NpcSpriteLogicBranch_83D7D8,src/code_banks/bank_83.asm
CODE_83D7E8,Bank83_NpcSpriteLogicBranch_83D7E8,src/code_banks/bank_83.asm
CODE_83D7F8,Bank83_NpcSpriteLogicBranch_83D7F8,src/code_banks/bank_83.asm
CODE_83D808,Bank83_NpcSpriteLogicBranch_83D808,src/code_banks/bank_83.asm
CODE_83D826,Bank83_NpcSpriteLogicBranch_83D826,src/code_banks/bank_83.asm
CODE_83D834,Bank83_NpcSpriteLogicBranch_83D834,src/code_banks/bank_83.asm
CODE_83D851,Bank83_NpcSpriteLogicBranch_83D851,src/code_banks/bank_83.asm
CODE_83D86C,Bank83_NpcSpriteLogicBranch_83D86C,src/code_banks/bank_83.asm
CODE_83D887,Bank83_NpcSpriteLogicBranch_83D887,src/code_banks/bank_83.asm
CODE_83D8A2,Bank83_NpcSpriteLogicBranch_83D8A2,src/code_banks/bank_83.asm
CODE_83D8D9,Bank83_NpcSpriteLogicBranch_83D8D9,src/code_banks/bank_83.asm
CODE_83D8E9,Bank83_NpcSpriteLogicBranch_83D8E9,src/code_banks/bank_83.asm
CODE_83D8F9,Bank83_NpcSpriteLogicBranch_83D8F9,src/code_banks/bank_83.asm
CODE_83D909,Bank83_NpcSpriteLogicBranch_83D909,src/code_banks/bank_83.asm
CODE_83D919,Bank83_NpcSpriteLogicBranch_83D919,src/code_banks/bank_83.asm
CODE_83D937,Bank83_NpcSpriteLogicBranch_83D937,src/code_banks/bank_83.asm
CODE_83D945,Bank83_NpcSpriteLogicBranch_83D945,src/code_banks/bank_83.asm
CODE_83D962,Bank83_NpcSpriteLogicBranch_83D962,src/code_banks/bank_83.asm
CODE_83D97D,Bank83_NpcSpriteLogicBranch_83D97D,src/code_banks/bank_83.asm
CODE_83D998,Bank83_NpcSpriteLogicBranch_83D998,src/code_banks/bank_83.asm
CODE_83D9CF,Bank83_NpcSpriteLogicBranch_83D9CF,src/code_banks/bank_83.asm
CODE_83D9DF,Bank83_NpcSpriteLogicBranch_83D9DF,src/code_banks/bank_83.asm
CODE_83D9EF,Bank83_NpcSpriteLogicBranch_83D9EF,src/code_banks/bank_83.asm
CODE_83D9FF,Bank83_NpcSpriteLogicBranch_83D9FF,src/code_banks/bank_83.asm
CODE_83DA0F,Bank83_NpcSpriteLogicBranch_83DA0F,src/code_banks/bank_83.asm
CODE_83DA2D,Bank83_NpcSpriteLogicBranch_83DA2D,src/code_banks/bank_83.asm
CODE_83DA3B,Bank83_NpcSpriteLogicBranch_83DA3B,src/code_banks/bank_83.asm
CODE_83DA66,Bank83_NpcSpriteLogicBranch_83DA66,src/code_banks/bank_83.asm
CODE_83DA9D,Bank83_NpcSpriteLogicBranch_83DA9D,src/code_banks/bank_83.asm
CODE_83DAAD,Bank83_NpcSpriteLogicBranch_83DAAD,src/code_banks/bank_83.asm
CODE_83DABD,Bank83_NpcSpriteLogicBranch_83DABD,src/code_banks/bank_83.asm
CODE_83DACD,Bank83_NpcSpriteLogicBranch_83DACD,src/code_banks/bank_83.asm
CODE_83DADD,Bank83_NpcSpriteLogicBranch_83DADD,src/code_banks/bank_83.asm
CODE_83DB08,Bank83_NpcSpriteLogicBranch_83DB08,src/code_banks/bank_83.asm
CODE_83DB3F,Bank83_NpcSpriteLogicBranch_83DB3F,src/code_banks/bank_83.asm
CODE_83DB4F,Bank83_NpcSpriteLogicBranch_83DB4F,src/code_banks/bank_83.asm
CODE_83DB5F,Bank83_NpcSpriteLogicBranch_83DB5F,src/code_banks/bank_83.asm
CODE_83DB6F,Bank83_NpcSpriteLogicBranch_83DB6F,src/code_banks/bank_83.asm
CODE_83DB7F,Bank83_NpcSpriteLogicBranch_83DB7F,src/code_banks/bank_83.asm
CODE_83DB9C,Bank83_NpcSpriteLogicBranch_83DB9C,src/code_banks/bank_83.asm
CODE_83DBB7,Bank83_NpcSpriteLogicBranch_83DBB7,src/code_banks/bank_83.asm
CODE_83DBE6,Bank83_NpcSpriteLogicBranch_83DBE6,src/code_banks/bank_83.asm
CODE_83DC0E,Bank83_NpcSpriteLogicBranch_83DC0E,src/code_banks/bank_83.asm
CODE_83DC2C,Bank83_NpcSpriteLogicBranch_83DC2C,src/code_banks/bank_83.asm
CODE_83DC3A,Bank83_NpcSpriteLogicBranch_83DC3A,src/code_banks/bank_83.asm
CODE_83DC72,Bank83_NpcSpriteLogicBranch_83DC72,src/code_banks/bank_83.asm
CODE_83DC8D,Bank83_NpcSpriteLogicBranch_83DC8D,src/code_banks/bank_83.asm
CODE_83DCA8,Bank83_NpcSpriteLogicBranch_83DCA8,src/code_banks/bank_83.asm
CODE_83DCCD,Bank83_NpcSpriteLogicBranch_83DCCD,src/code_banks/bank_83.asm
CODE_83DCDF,Bank83_NpcSpriteLogicBranch_83DCDF,src/code_banks/bank_83.asm
CODE_83DD0F,Bank83_NpcSpriteLogicBranch_83DD0F,src/code_banks/bank_83.asm
CODE_83DD3F,Bank83_NpcSpriteLogicBranch_83DD3F,src/code_banks/bank_83.asm
CODE_83DD74,Bank83_NpcSpriteLogicBranch_83DD74,src/code_banks/bank_83.asm
CODE_83DD75,Bank83_NpcSpriteLogicBranch_83DD75,src/code_banks/bank_83.asm
CODE_83DD85,Bank83_NpcSpriteLogicBranch_83DD85,src/code_banks/bank_83.asm
CODE_83DDB9,Bank83_NpcSpriteLogicBranch_83DDB9,src/code_banks/bank_83.asm
CODE_83DDE0,Bank83_NpcSpriteLogicBranch_83DDE0,src/code_banks/bank_83.asm
CODE_83DDFD,Bank83_NpcSpriteLogicBranch_83DDFD,src/code_banks/bank_83.asm
CODE_83DE0A,Bank83_NpcSpriteLogicBranch_83DE0A,src/code_banks/bank_83.asm
CODE_83DE34,Bank83_NpcSpriteLogicBranch_83DE34,src/code_banks/bank_83.asm
CODE_83DE44,Bank83_NpcSpriteLogicBranch_83DE44,src/code_banks/bank_83.asm
CODE_83DE54,Bank83_NpcSpriteLogicBranch_83DE54,src/code_banks/bank_83.asm
CODE_83DE7F,Bank83_NpcSpriteLogicBranch_83DE7F,src/code_banks/bank_83.asm
CODE_83DE9A,Bank83_NpcSpriteLogicBranch_83DE9A,src/code_banks/bank_83.asm
CODE_83DED2,Bank83_NpcSpriteLogicBranch_83DED2,src/code_banks/bank_83.asm
CODE_83DEF2,Bank83_NpcSpriteLogicBranch_83DEF2,src/code_banks/bank_83.asm
CODE_83DF06,Bank83_NpcSpriteLogicBranch_83DF06,src/code_banks/bank_83.asm
CODE_83DF1A,Bank83_NpcSpriteLogicBranch_83DF1A,src/code_banks/bank_83.asm
CODE_83DF47,Bank83_NpcSpriteLogicBranch_83DF47,src/code_banks/bank_83.asm
CODE_83DF55,Bank83_NpcSpriteLogicBranch_83DF55,src/code_banks/bank_83.asm
CODE_83DFF8,Bank83_NpcSpriteLogicBranch_83DFF8,src/code_banks/bank_83.asm
CODE_83E016,Bank83_NpcSpriteLogicBranch_83E016,src/code_banks/bank_83.asm
CODE_83E04C,Bank83_NpcSpriteLogicBranch_83E04C,src/code_banks/bank_83.asm
CODE_83E074,Bank83_NpcSpriteLogicBranch_83E074,src/code_banks/bank_83.asm
CODE_83E0A1,Bank83_NpcSpriteLogicBranch_83E0A1,src/code_banks/bank_83.asm
CODE_83E0C3,Bank83_NpcSpriteLogicBranch_83E0C3,src/code_banks/bank_83.asm
CODE_83E0CB,Bank83_NpcSpriteLogicBranch_83E0CB,src/code_banks/bank_83.asm
CODE_83E0DB,Bank83_NpcSpriteLogicBranch_83E0DB,src/code_banks/bank_83.asm
CODE_83E144,Bank83_NpcSpriteLogicBranch_83E144,src/code_banks/bank_83.asm
CODE_83E176,Bank83_NpcSpriteLogicBranch_83E176,src/code_banks/bank_83.asm
CODE_83E184,Bank83_NpcSpriteLogicBranch_83E184,src/code_banks/bank_83.asm
CODE_83E186,Bank83_NpcSpriteLogicBranch_83E186,src/code_banks/bank_83.asm
CODE_83E193,Bank83_NpcSpriteLogicBranch_83E193,src/code_banks/bank_83.asm
CODE_83E1A0,Bank83_NpcSpriteLogicBranch_83E1A0,src/code_banks/bank_83.asm
CODE_83E1AD,Bank83_NpcSpriteLogicBranch_83E1AD,src/code_banks/bank_83.asm
CODE_83E1BA,Bank83_NpcSpriteLogicBranch_83E1BA,src/code_banks/bank_83.asm
CODE_83E210,Bank83_NpcSpriteLogicBranch_83E210,src/code_banks/bank_83.asm
CODE_83E23B,Bank83_NpcSpriteLogicBranch_83E23B,src/code_banks/bank_83.asm
CODE_83E247,Bank83_NpcSpriteLogicBranch_83E247,src/code_banks/bank_83.asm
CODE_83E253,Bank83_NpcSpriteLogicBranch_83E253,src/code_banks/bank_83.asm
CODE_83E25F,Bank83_NpcSpriteLogicBranch_83E25F,src/code_banks/bank_83.asm
CODE_83E262,Bank83_NpcSpriteLogicBranch_83E262,src/code_banks/bank_83.asm
CODE_83E271,Bank83_NpcSpriteLogicBranch_83E271,src/code_banks/bank_83.asm
CODE_83E282,Bank83_NpcSpriteLogicBranch_83E282,src/code_banks/bank_83.asm
CODE_83E293,Bank83_NpcSpriteLogicBranch_83E293,src/code_banks/bank_83.asm
CODE_83E2A4,Bank83_NpcSpriteLogicBranch_83E2A4,src/code_banks/bank_83.asm
CODE_83E2B5,Bank83_NpcSpriteLogicBranch_83E2B5,src/code_banks/bank_83.asm
CODE_83E2C6,Bank83_NpcSpriteLogicBranch_83E2C6,src/code_banks/bank_83.asm
CODE_83E2E9,Bank83_NpcSpriteLogicBranch_83E2E9,src/code_banks/bank_83.asm
CODE_83E30C,Bank83_NpcSpriteLogicBranch_83E30C,src/code_banks/bank_83.asm
CODE_83E330,Bank83_NpcSpriteLogicBranch_83E330,src/code_banks/bank_83.asm
CODE_83E340,Bank83_NpcSpriteLogicBranch_83E340,src/code_banks/bank_83.asm
CODE_83E380,Bank83_NpcSpriteLogicBranch_83E380,src/code_banks/bank_83.asm
CODE_83E3C0,Bank83_NpcSpriteLogicBranch_83E3C0,src/code_banks/bank_83.asm
CODE_83E3E2,Bank83_NpcSpriteLogicBranch_83E3E2,src/code_banks/bank_83.asm
CODE_83E406,Bank83_NpcSpriteLogicBranch_83E406,src/code_banks/bank_83.asm
CODE_83E454,Bank83_NpcSpriteLogicBranch_83E454,src/code_banks/bank_83.asm
CODE_83E464,Bank83_NpcSpriteLogicBranch_83E464,src/code_banks/bank_83.asm
CODE_83E478,Bank83_NpcSpriteLogicBranch_83E478,src/code_banks/bank_83.asm
CODE_83E4A7,Bank83_NpcSpriteLogicBranch_83E4A7,src/code_banks/bank_83.asm
CODE_83E4CA,Bank83_NpcSpriteLogicBranch_83E4CA,src/code_banks/bank_83.asm
CODE_83E4EF,Bank83_NpcSpriteLogicBranch_83E4EF,src/code_banks/bank_83.asm
CODE_83E504,Bank83_NpcSpriteLogicBranch_83E504,src/code_banks/bank_83.asm
CODE_83E535,Bank83_NpcSpriteLogicBranch_83E535,src/code_banks/bank_83.asm
CODE_83E550,Bank83_NpcSpriteLogicBranch_83E550,src/code_banks/bank_83.asm
CODE_83E56B,Bank83_NpcSpriteLogicBranch_83E56B,src/code_banks/bank_83.asm
CODE_83E585,Bank83_NpcSpriteLogicBranch_83E585,src/code_banks/bank_83.asm
CODE_83E5A1,Bank83_NpcSpriteLogicBranch_83E5A1,src/code_banks/bank_83.asm
CODE_83E5CC,Bank83_NpcSpriteLogicBranch_83E5CC,src/code_banks/bank_83.asm
CODE_83E631,Bank83_NpcSpriteLogicBranch_83E631,src/code_banks/bank_83.asm
CODE_83E660,Bank83_NpcSpriteLogicBranch_83E660,src/code_banks/bank_83.asm
CODE_83E68F,Bank83_NpcSpriteLogicBranch_83E68F,src/code_banks/bank_83.asm
CODE_83E6B1,Bank83_NpcSpriteLogicBranch_83E6B1,src/code_banks/bank_83.asm
CODE_83E6E3,Bank83_NpcSpriteLogicBranch_83E6E3,src/code_banks/bank_83.asm
CODE_83E6F4,Bank83_NpcSpriteLogicBranch_83E6F4,src/code_banks/bank_83.asm
CODE_83E705,Bank83_NpcSpriteLogicBranch_83E705,src/code_banks/bank_83.asm
CODE_83E728,Bank83_NpcSpriteLogicBranch_83E728,src/code_banks/bank_83.asm
CODE_83E74B,Bank83_NpcSpriteLogicBranch_83E74B,src/code_banks/bank_83.asm
CODE_83EC1A,Bank83_NpcSpriteLogicBranch_83EC1A,src/code_banks/bank_83.asm
CODE_83EC21,Bank83_NpcSpriteLogicBranch_83EC21,src/code_banks/bank_83.asm
CODE_83EC28,Bank83_NpcSpriteLogicBranch_83EC28,src/code_banks/bank_83.asm
CODE_83EC2F,Bank83_NpcSpriteLogicBranch_83EC2F,src/code_banks/bank_83.asm
CODE_83EC36,Bank83_NpcSpriteLogicBranch_83EC36,src/code_banks/bank_83.asm
CODE_83EC3D,Bank83_NpcSpriteLogicBranch_83EC3D,src/code_banks/bank_83.asm
CODE_83EC44,Bank83_NpcSpriteLogicBranch_83EC44,src/code_banks/bank_83.asm
CODE_83EC4B,Bank83_NpcSpriteLogicBranch_83EC4B,src/code_banks/bank_83.asm
CODE_83EC52,Bank83_NpcSpriteLogicBranch_83EC52,src/code_banks/bank_83.asm
CODE_83EC59,Bank83_NpcSpriteLogicBranch_83EC59,src/code_banks/bank_83.asm
CODE_83EC60,Bank83_NpcSpriteLogicBranch_83EC60,src/code_banks/bank_83.asm
CODE_83EC67,Bank83_NpcSpriteLogicBranch_83EC67,src/code_banks/bank_83.asm
CODE_83EC6E,Bank83_NpcSpriteLogicBranch_83EC6E,src/code_banks/bank_83.asm
CODE_83EC75,Bank83_NpcSpriteLogicBranch_83EC75,src/code_banks/bank_83.asm
CODE_83EC7C,Bank83_NpcSpriteLogicBranch_83EC7C,src/code_banks/bank_83.asm
CODE_83EC83,Bank83_NpcSpriteLogicBranch_83EC83,src/code_banks/bank_83.asm
CODE_83EC8A,Bank83_NpcSpriteLogicBranch_83EC8A,src/code_banks/bank_83.asm
CODE_83EC91,Bank83_NpcSpriteLogicBranch_83EC91,src/code_banks/bank_83.asm
CODE_83EC98,Bank83_NpcSpriteLogicBranch_83EC98,src/code_banks/bank_83.asm
CODE_83EC9F,Bank83_NpcSpriteLogicBranch_83EC9F,src/code_banks/bank_83.asm
CODE_83ECA6,Bank83_NpcSpriteLogicBranch_83ECA6,src/code_banks/bank_83.asm
CODE_83ECAD,Bank83_NpcSpriteLogicBranch_83ECAD,src/code_banks/bank_83.asm
CODE_83ECB4,Bank83_NpcSpriteLogicBranch_83ECB4,src/code_banks/bank_83.asm
CODE_83ECBB,Bank83_NpcSpriteLogicBranch_83ECBB,src/code_banks/bank_83.asm
CODE_83ECC2,Bank83_NpcSpriteLogicBranch_83ECC2,src/code_banks/bank_83.asm
CODE_83ECC9,Bank83_NpcSpriteLogicBranch_83ECC9,src/code_banks/bank_83.asm
CODE_83ECD0,Bank83_NpcSpriteLogicBranch_83ECD0,src/code_banks/bank_83.asm
CODE_83ECD7,Bank83_NpcSpriteLogicBranch_83ECD7,src/code_banks/bank_83.asm
CODE_83ECDE,Bank83_NpcSpriteLogicBranch_83ECDE,src/code_banks/bank_83.asm
CODE_83ECE5,Bank83_NpcSpriteLogicBranch_83ECE5,src/code_banks/bank_83.asm
CODE_83ECEC,Bank83_NpcSpriteLogicBranch_83ECEC,src/code_banks/bank_83.asm
CODE_83ECF3,Bank83_NpcSpriteLogicBranch_83ECF3,src/code_banks/bank_83.asm
CODE_83ECFA,Bank83_NpcSpriteLogicBranch_83ECFA,src/code_banks/bank_83.asm
CODE_83ED01,Bank83_NpcSpriteLogicBranch_83ED01,src/code_banks/bank_83.asm
CODE_83ED08,Bank83_NpcSpriteLogicBranch_83ED08,src/code_banks/bank_83.asm
CODE_83ED0F,Bank83_NpcSpriteLogicBranch_83ED0F,src/code_banks/bank_83.asm
CODE_83ED16,Bank83_NpcSpriteLogicBranch_83ED16,src/code_banks/bank_83.asm
CODE_83ED1D,Bank83_NpcSpriteLogicBranch_83ED1D,src/code_banks/bank_83.asm
CODE_83ED1E,Bank83_NpcSpriteLogicBranch_83ED1E,src/code_banks/bank_83.asm
CODE_83ED5A,Bank83_NpcSpriteLogicBranch_83ED5A,src/code_banks/bank_83.asm
CODE_83ED8B,Bank83_NpcSpriteLogicBranch_83ED8B,src/code_banks/bank_83.asm
CODE_83EDB1,Bank83_NpcSpriteLogicBranch_83EDB1,src/code_banks/bank_83.asm
CODE_83EDD3,Bank83_NpcSpriteLogicBranch_83EDD3,src/code_banks/bank_83.asm
CODE_83EDF6,Bank83_NpcSpriteLogicBranch_83EDF6,src/code_banks/bank_83.asm
CODE_83EE19,Bank83_NpcSpriteLogicBranch_83EE19,src/code_banks/bank_83.asm
CODE_83EE3C,Bank83_NpcSpriteLogicBranch_83EE3C,src/code_banks/bank_83.asm
CODE_83EE5F,Bank83_NpcSpriteLogicBranch_83EE5F,src/code_banks/bank_83.asm
CODE_83EE82,Bank83_NpcSpriteLogicBranch_83EE82,src/code_banks/bank_83.asm
CODE_83EEAE,Bank83_NpcSpriteLogicBranch_83EEAE,src/code_banks/bank_83.asm
CODE_83EEDA,Bank83_NpcSpriteLogicBranch_83EEDA,src/code_banks/bank_83.asm
CODE_83EEFD,Bank83_NpcSpriteLogicBranch_83EEFD,src/code_banks/bank_83.asm
CODE_83EF15,Bank83_NpcSpriteLogicBranch_83EF15,src/code_banks/bank_83.asm
CODE_83EF38,Bank83_NpcSpriteLogicBranch_83EF38,src/code_banks/bank_83.asm
CODE_83EF50,Bank83_NpcSpriteLogicBranch_83EF50,src/code_banks/bank_83.asm
CODE_83EF73,Bank83_NpcSpriteLogicBranch_83EF73,src/code_banks/bank_83.asm
CODE_83EF8B,Bank83_NpcSpriteLogicBranch_83EF8B,src/code_banks/bank_83.asm
CODE_83EFAE,Bank83_NpcSpriteLogicBranch_83EFAE,src/code_banks/bank_83.asm
CODE_83EFC6,Bank83_NpcSpriteLogicBranch_83EFC6,src/code_banks/bank_83.asm
CODE_83EFE9,Bank83_NpcSpriteLogicBranch_83EFE9,src/code_banks/bank_83.asm
CODE_83F02F,Bank83_NpcSpriteLogicBranch_83F02F,src/code_banks/bank_83.asm
CODE_83F052,Bank83_NpcSpriteLogicBranch_83F052,src/code_banks/bank_83.asm
CODE_83F075,Bank83_NpcSpriteLogicBranch_83F075,src/code_banks/bank_83.asm
CODE_83F0E3,Bank83_NpcSpriteLogicBranch_83F0E3,src/code_banks/bank_83.asm
CODE_83F0F9,Bank83_NpcSpriteLogicBranch_83F0F9,src/code_banks/bank_83.asm
CODE_83F108,Bank83_NpcSpriteLogicBranch_83F108,src/code_banks/bank_83.asm
CODE_83F117,Bank83_NpcSpriteLogicBranch_83F117,src/code_banks/bank_83.asm
CODE_83F126,Bank83_NpcSpriteLogicBranch_83F126,src/code_banks/bank_83.asm
CODE_83F14B,Bank83_NpcSpriteLogicBranch_83F14B,src/code_banks/bank_83.asm
CODE_83F163,Bank83_NpcSpriteLogicBranch_83F163,src/code_banks/bank_83.asm
CODE_83F17B,Bank83_NpcSpriteLogicBranch_83F17B,src/code_banks/bank_83.asm
CODE_83F193,Bank83_NpcSpriteLogicBranch_83F193,src/code_banks/bank_83.asm
CODE_83F1AB,Bank83_NpcSpriteLogicBranch_83F1AB,src/code_banks/bank_83.asm
CODE_83F1C3,Bank83_NpcSpriteLogicBranch_83F1C3,src/code_banks/bank_83.asm
CODE_83F1DB,Bank83_NpcSpriteLogicBranch_83F1DB,src/code_banks/bank_83.asm
CODE_83F200,Bank83_NpcSpriteLogicBranch_83F200,src/code_banks/bank_83.asm
CODE_83F218,Bank83_NpcSpriteLogicBranch_83F218,src/code_banks/bank_83.asm
CODE_83F230,Bank83_NpcSpriteLogicBranch_83F230,src/code_banks/bank_83.asm
CODE_83F248,Bank83_NpcSpriteLogicBranch_83F248,src/code_banks/bank_83.asm
CODE_83F4D7,Bank83_NpcSpriteLogicBranch_83F4D7,src/code_banks/bank_83.asm
CODE_83F4D8,Bank83_NpcSpriteLogicBranch_83F4D8,src/code_banks/bank_83.asm
CODE_83F53B,Bank83_NpcSpriteLogicBranch_83F53B,src/code_banks/bank_83.asm
CODE_83F573,Bank83_NpcSpriteLogicBranch_83F573,src/code_banks/bank_83.asm
CODE_83F5AE,Bank83_NpcSpriteLogicBranch_83F5AE,src/code_banks/bank_83.asm
